Date,Nike,Adidas,Under,North face,Louis
2019-06-11,81.880974,254.285629,23.1,81.221062,347.078796
2019-06-12,81.261398,251.933853,22.92,83.194839,344.376312
2019-06-13,82.225174,253.844666,23.49,83.606834,342.88028
2019-06-14,82.057976,255.118561,23.85,83.530174,341.673798
2019-06-17,80.750015,257.323334,23.52,84.603302,345.824066
2019-06-18,82.903748,264.231659,24,84.651207,355.958466
2019-06-19,82.166161,261.977905,23.75,84.900314,353.255951
2019-06-20,83.828171,265.848511,23.49,84.670364,357.116699
2019-06-21,84.32972,262.516846,23.1,84.172127,355.475891
2019-06-24,83.100426,259.773102,22.450001,81.834282,358.323151
2019-06-25,81.251564,258.009247,21.860001,82.112137,358.757538
2019-06-26,81.182724,266.044495,22.07,83.070282,354.800293
2019-06-27,82.274345,261.536926,22.15,83.693062,355.524139
2019-06-28,82.559532,264.476654,22.200001,84.632034,361.266937
2019-07-01,83.995354,268.494263,22.07,83.089432,361.556519
2019-07-02,83.552803,267.612366,22.33,84.258369,364.355499
2019-07-03,84.772255,273.393799,22.700001,84.133804,366.768494
2019-07-05,85.382004,271.43399,22.65,84.660789,368.071472
2019-07-08,87.014503,269.278168,23.129999,83.127762,367.540619
2019-07-09,86.581802,273.687744,23.209999,83.204414,369.664001
2019-07-10,85.991737,275.843567,23.02,84.191292,369.664001
2019-07-11,86.827652,274.079742,23.219999,85.159004,367.733673
2019-07-12,87.643898,272.46286,23.98,84.737434,369.760559
2019-07-15,87.99794,270.552063,24.299999,84.612869,370.629211
2019-07-16,87.132507,273.295807,24.26,82.821152,366.816711
2019-07-17,86.050728,274.618683,23.83,83.511024,371.883911
2019-07-18,85.991737,275.402588,23.91,83.683487,369.374451
2019-07-19,85.11647,276.137512,23.950001,83.204414,369.519257
2019-07-22,84.546074,275.843567,23.610001,84.574547,368.988373
2019-07-23,85.263985,277.950348,24.16,85.590179,371.401367
2019-07-24,85.263985,277.901367,24.23,85.599747,369.953583
2019-07-25,85.834389,276.088531,24.139999,84.900314,367.058044
2019-07-26,86.090073,275.843567,24.17,84.632034,363.05249
2019-07-29,86.168755,282.604919,24.389999,84.469154,372.173523
2019-07-30,85.755707,281.967987,21.049999,83.731384,365.561981
2019-07-31,84.605087,275.696594,20.34,79.879692,361.459991
2019-08-01,81.743286,277.607391,19.120001,79.314392,362.232147
2019-08-02,79.796089,292.501953,19.190001,77.091522,365.899811
2019-08-05,77.662025,276.137512,18.4,78.222107,345.920563
2019-08-06,79.95343,265.652557,18.969999,78.30835,331.298096
2019-08-07,79.933746,266.044495,18.84,80.147964,338.247406
2019-08-08,81.625282,269.229187,18.799999,79.27607,345.196716
2019-08-09,80.622177,256.882385,18.15,78.499977,355.427612
2019-08-12,80.297623,255.069534,17.700001,79.314392,351.663422
2019-08-13,81.93998,255.657486,17.83,76.07589,344.134979
2019-08-14,79.687904,257.519318,16.959999,74.236275,347.030548
2019-08-15,78.193077,256.63739,16.5,75.481842,336.027527
2019-08-16,78.950325,251.00293,16.790001,76.64119,333.662781
2019-08-19,79.786232,252.227814,16.85,76.554962,336.317017
2019-08-20,79.196182,253.354706,16.74,77.618492,344.424561
2019-08-21,81.369576,256.049438,16.92,77.618492,343.314636
2019-08-22,81.930122,260.116089,17.139999,75.069855,356.248016
2019-08-23,79.107681,256.931396,16.15,76.35376,348.52655
2019-08-26,80.887688,255.853485,16.309999,76.229195,343.121582
2019-08-27,80.671341,256.09845,16.120001,77.810112,341.28772
2019-08-28,82.097328,256.343445,16.5,79.812614,347.320099
2019-08-29,83.965843,259.577118,16.959999,78.519135,343.459381
2019-08-30,83.315102,260.948975,16.92,77.560997,348.767914
2019-09-03,83.482719,261.585938,16.879999,78.67244,349.781311
2019-09-04,85.139153,264.476654,17.24,82.888237,350.263885
2019-09-05,87.18013,265.113586,17.91,83.942184,343.266327
2019-09-06,87.44635,266.632446,17.780001,86.301186,355.668915
2019-09-09,87.426636,269.817139,18.32,86.484138,363.293823
2019-09-10,85.612427,273.44278,18.6,87.446999,366.671936
2019-09-11,85.533546,271.580963,19.139999,86.994446,365.755035
2019-09-12,86.440643,261.73291,19.23,86.946312,360.157013
2019-09-13,86.095558,265.897522,19.07,85.136124,364.98291
2019-09-16,86.046257,269.474182,19.02,84.654694,366.478973
2019-09-17,86.361763,267.024414,19.02,84.33696,368.698883
2019-09-18,86.844902,262.908783,18.889999,83.826645,354.317657
2019-09-19,86.47023,265.064606,18.42,82.488258,354.414185
2019-09-20,85.464539,268.200317,17.98,84.346596,352.00119
2019-09-23,86.460373,268.690247,17.99,83.229652,354.510681
2019-09-24,85.95752,270.062134,17.66,83.788132,357.164917
2019-09-25,89.536621,267.367371,17.85,84.799126,353.690308
2019-09-26,90.877548,270.307098,17.969999,85.492386,357.164917
2019-09-27,91.015587,264.427673,17.790001,85.684959,348.623108
2019-09-30,92.603004,272.805847,18.129999,85.704224,348.333527
2019-10-01,90.986008,276.921478,18.01,83.489632,347.60968
2019-10-02,90.207092,279.812164,17.52,83.932541,351.952942
2019-10-03,90.926857,279.07724,17.5,85.396103,344.665863
2019-10-04,91.764931,264.574646,17.59,85.020592,332.022003
2019-10-07,91.863525,265.064606,17.469999,83.739983,334.724518
2019-10-08,90.46344,266.975433,17.35,85.165009,337.427002
2019-10-09,91.222641,265.162598,17.75,85.328712,341.480743
2019-10-10,91.695908,271.531982,17.85,87.514389,338.826508
2019-10-11,92.563568,272.217896,18.26,87.562538,344.569336
2019-10-14,93.549553,273.148834,18.23,88.120987,363.728149
2019-10-15,93.460823,275.059662,18.459999,87.966934,365.031158
2019-10-16,93.549553,280.449127,18.360001,88.140251,366.044586
2019-10-17,94.220016,275.647583,18.459999,89.035713,367.251099
2019-10-18,94.752441,275.843567,17.809999,89.950424,364.934662
2019-10-21,94.870766,273.834778,18.17,89.700096,361.701324
2019-10-22,94.259453,275.353607,19.42,88.09211,361.990845
2019-10-23,91.025452,273.883759,19.01,87.446999,361.556519
2019-10-24,90.216942,268.053284,19.01,81.024719,363.535126
2019-10-25,89.645081,267.906311,19.059999,80.350716,361.942535
2019-10-28,89.576065,269.37619,19.040001,78.165016,363.921204
2019-10-29,88.028069,275.255615,18.719999,79.272301,370.580933
2019-10-30,88.925316,273.44278,18.620001,79.233788,368.79538
2019-10-31,88.294289,271.531982,18.5,79.811516,367.009766
2019-11-01,87.929482,271.238007,18.91,81.650574,371.063538
2019-11-04,88.599953,273.834778,15.44,82.998573,369.181396
2019-11-05,88.619667,280.449127,16.309999,82.911911,375.696381
2019-11-06,88.225273,276.382507,16.51,83.200783,383.659149
2019-11-07,89.13237,268.151306,16.08,83.836273,386.313354
2019-11-08,88.550636,268.592255,15.88,83.191147,385.637726
2019-11-11,88.787277,267.367371,15.96,81.573547,389.93277
2019-11-12,88.244987,264.966614,15.58,82.574921,388.967651
2019-11-13,90.00988,264.329651,15.67,82.651939,389.208923
2019-11-14,89.990173,263.643707,15.56,83.653313,389.353699
2019-11-15,91.735359,261.095978,15.97,83.999939,387.857697
2019-11-18,92.859367,260.557007,15.72,83.123756,389.691498
2019-11-19,92.297363,264.476654,15.61,82.32457,391.380554
2019-11-20,91.745216,266.387482,15.43,81.650574,388.243774
2019-11-21,90.867691,267.269379,15.24,83.297073,384.334747
2019-11-22,92.031143,266.975433,15.66,83.335587,384.334747
2019-11-25,91.597313,267.612366,15.67,84.394722,380.76358
2019-11-26,92.021278,269.180206,16.469999,85.742737,382.452698
2019-11-27,92.819923,272.364899,17.49,85.251671,390.174103
2019-11-29,92.419556,276.431519,17.299999,84.722099,393.166168
2019-12-02,92.488762,276.382507,16.870001,82.796371,394.420868
2019-12-03,91.40136,278.489319,16.629999,84.770241,392.587067
2019-12-04,92.646935,279.469238,17.01,85.877533,393.11792
2019-12-05,94.69323,272.854858,17.200001,87.061844,382.742157
2019-12-06,95.889381,275.549591,17.440001,87.942719,377.095917
2019-12-09,95.523613,271.042023,17.690001,87.381287,382.211365
2019-12-10,95.899261,273.540771,17.690001,88.726799,382.404419
2019-12-11,96.067314,270.111115,17.51,90.372398,389.538086
2019-12-12,96.601135,268.151306,17.51,90.169128,387.499878
2019-12-13,96.650558,272.168915,17.780001,91.030647,385.122009
2019-12-16,97.67865,273.099823,18.59,91.979279,387.8396
2019-12-17,98.509033,275.108643,18.690001,93.411919,386.480804
2019-12-18,99.418503,279.273224,19.030001,93.799118,391.915985
2019-12-19,99.991852,279.126251,19.01,94.12825,397.642365
2019-12-20,98.815491,284.319733,19.299999,95.202728,390.799835
2019-12-23,98.894577,283.731781,19.370001,95.735123,389.052826
2019-12-24,98.993416,284.466736,19.4,96.219124,390.411591
2019-12-26,99.556892,287.74942,19.549999,96.7612,398.418793
2019-12-27,100.407051,287.504425,19.25,96.374001,401.621643
2019-12-30,99.645866,284.760712,18.99,96.470795,401.912872
2019-12-31,100.150017,285.397644,19.18,97.022568,401.912872
2020-01-02,101.029839,284.515747,19.24,96.41272,405.309845
2020-01-03,100.753044,280.253143,19.27,96.035202,402.398132
2020-01-06,100.664078,288.386353,18.370001,95.56089,402.009918
2020-01-07,100.614647,288.582336,18.59,93.934647,406.814209
2020-01-08,100.387283,303.721893,18.16,92.714958,406.765717
2020-01-09,100.318077,302.54599,17.780001,92.018013,402.931946
2020-01-10,99.74472,304.995758,17.77,92.860168,403.756927
2020-01-13,100.990303,307.200562,18.040001,93.440956,406.474518
2020-01-14,101.741592,307.886505,18.76,92.647202,412.006805
2020-01-15,101.613083,308.621429,18.9,92.085754,411.181763
2020-01-16,102.186447,305.975677,19.02,91.253288,414.190552
2020-01-17,103.333153,303.917877,18.370001,91.601761,418.315491
2020-01-21,103.382591,305.142761,18.09,91.543686,418.752228
2020-01-22,103.293617,307.886505,18.309999,82.676811,419.189026
2020-01-23,101.840439,306.514618,18.780001,81.824974,426.128571
2020-01-24,100.861786,306.857574,18.610001,79.869614,417.102295
2020-01-27,99.092278,295.049713,18.450001,80.953773,412.443573
2020-01-28,99.260338,295.735657,18.68,81.370003,410.987701
2020-01-29,98.696854,291.081085,18.68,81.854019,399.826111
2020-01-30,97.06575,286.818512,18.549999,80.314896,404.048096
2020-01-31,95.197395,288.141357,17.959999,80.256821,389.198364
2020-02-03,98.133385,279.763184,17.98,81.263535,399.874664
2020-02-04,100.219231,287.896393,18.42,81.892731,395.604187
2020-02-05,99.388847,285.005676,18.5,81.389374,387.160217
2020-02-06,99.121925,283.731781,18.4,80.305214,383.666168
2020-02-07,98.301437,283.290863,17.969999,80.663368,385.073456
2020-02-10,98.874794,279.861176,18.15,80.305214,398.515839
2020-02-11,98.874794,281.037048,15.12,81.244179,402.786407
2020-02-12,101.820671,284.17276,15.45,81.360329,405.746613
2020-02-13,102.186447,281.478027,15.13,80.982811,401.767273
2020-02-14,102.3545,283.290863,15.45,80.02449,401.379059
2020-02-18,100.83213,284.809692,15,80.731133,400.214355
2020-02-19,101.286858,280.204163,14.96,81.302246,412.200928
2020-02-20,101.356049,284.956665,14.94,81.040894,409.143585
2020-02-21,99.102158,282.996857,14.57,79.21138,402.737823
2020-02-24,94.811852,280.204163,14.14,74.768265,402.20401
2020-02-25,91.836327,259.577118,13.46,73.94545,396.817383
2020-02-26,90.946617,256.735382,13.04,70.857544,406.717194
2020-02-27,87.536125,253.942657,12.55,69.695946,397.73938
2020-02-28,88.601761,253.256744,12.48,72.261139,392.595398
2020-03-02,91.873032,241.399872,12.49,69.221619,374.30014
2020-03-03,90.138268,243.35968,12.2,71.932022,368.864929
2020-03-04,92.973366,249.974045,12.39,69.279701,373.911926
2020-03-05,89.791321,249.337097,11.73,67.885788,358.965179
2020-03-06,87.590637,244.780548,11.14,60.809681,359.93573
2020-03-09,83.377655,235.275452,9.91,63.509514,365.031219
2020-03-10,87.531174,224.349487,10.29,61.131321,366.244446
2020-03-11,83.268616,217.441147,9.99,53.947998,373.863403
2020-03-12,73.553925,195.373672,8.75,58.031868,363.526794
2020-03-13,74.921921,170.738846,9.48,54.308628,349.744751
2020-03-16,66.208458,170.81723,8.33,59.142994,328.052521
2020-03-17,69.231903,171.18959,8.96,55.84861,324.946655
2020-03-18,67.447571,174.423279,7.39,55.634178,320.433533
2020-03-19,69.727547,165.858902,8.01,51.443096,292.626709
2020-03-20,66.862709,175.403183,7.23,44.825089,305.632355
2020-03-23,62.253201,188.808304,7.14,51.101967,288.841492
2020-03-24,71.700218,179.146439,8.01,56.579609,302.089783
2020-03-25,78.32206,191.277664,8.24,60.361336,279.475525
2020-03-26,83.565994,208.720001,8.76,56.326199,286.269501
2020-03-27,82.505318,210.336838,8.32,58.236549,301.847107
2020-03-30,84.636589,204.310425,8.41,52.710171,302.235382
2020-03-31,82.019585,203.281509,8.06,47.446949,329.168671
2020-04-01,78.540146,202.742569,7.45,47.875801,352.802032
2020-04-02,79.442215,195.491257,6.89,47.641888,352.996155
2020-04-03,78.17337,192.257568,7.48,53.285221,331.595093
2020-04-06,83.893112,186.476135,8,54.912926,339.699341
2020-04-07,83.427216,196.863129,8.39,56.521133,328.489288
2020-04-08,84.557289,205.290329,8.64,57.710224,315.095398
2020-04-09,86.034317,214.207474,9.35,56.043545,315.77478
2020-04-13,83.724602,219.988922,8.73,58.061111,315.483612
2020-04-14,86.708397,221.850739,8.97,54.435333,329.751007
2020-04-15,84.299553,210.973785,8.65,53.460659,334.361206
2020-04-16,85.548592,207.838089,8.36,56.043545,333.099457
2020-04-17,89.127159,213.423553,8.89,54.415844,337.175873
2020-04-20,87.134659,215.579346,8.64,51.988911,341.640503
2020-04-21,84.45816,207.544113,8.52,52.895359,331.934784
2020-04-22,87.997078,204.604385,8.56,52.973328,332.711212
2020-04-23,86.589439,204.506393,8.74,53.187759,347.463898
2020-04-24,87.600563,201.958649,8.97,56.248222,349.841797
2020-04-27,88.591858,201.860657,9.35,57.992886,344.090576
2020-04-28,88.026825,200.978745,9.64,58.753124,347.48233
2020-04-29,87.303177,208.328033,9.79,56.628342,342.763367
2020-04-30,86.420921,205.682281,9.27,54.025974,335.095032
2020-05-01,84.795204,192.257568,8.76,54.308628,345.024536
2020-05-04,85.003365,192.894516,8.71,54.250149,350.972412
2020-05-05,86.440742,196.1772,8.46,54.601032,353.725098
2020-05-06,87.669945,205.290329,8.23,55.829113,346.499207
2020-05-07,87.788902,204.114441,8.61,56.755047,332.833862
2020-05-08,89.672363,201.860657,8.94,55.84861,336.717194
2020-05-11,90.138268,199.606873,8,54.376858,330.720184
2020-05-12,87.491516,194.805328,7.68,51.423603,339.715729
2020-05-13,85.271011,187.750015,6.93,54.035721,346.302582
2020-05-14,85.79641,199.800003,6.91,50.643864,343.009155
2020-05-15,86.232574,214.699997,6.91,55.020138,340.993744
2020-05-18,90.247307,217.399994,7.3,53.450924,329.392975
2020-05-19,90.713219,218.699997,7.08,54.562038,325.411377
2020-05-20,92.140678,217.800003,7.47,54.864193,324.674042
2020-05-21,93.439278,211.899994,7.7,54.230659,344.13974
2020-05-22,92.933716,221.600006,7.38,58.304775,351.463928
2020-05-26,95.778732,229.199997,7.86,60.605,355.642181
2020-05-27,99.000435,233.399994,8.51,57.300869,353.774261
2020-05-28,97.602699,238.5,8.12,54.679005,349.301086
2020-05-29,97.965431,237,7.86,56.599106,355.838837
2020-06-01,98.919441,239.899994,8.26,57.84668,359.23056
2020-06-02,100.111954,249.199997,8.41,62.378902,367.537903
2020-06-03,103.460953,252.899994,9.19,62.466614,380.269196
2020-06-04,100.64859,264.100006,9.3,66.579727,368.668457
2020-06-05,102.069687,257.600006,9.84,66.34581,372.502625
2020-06-08,103.639832,251,10.22,63.263607,378.45047
2020-06-09,101.990181,249.300003,9.71,62.409626,386.807007
2020-06-10,101.48336,233.5,9.42,58.699207,383.464355
2020-06-11,94.576683,237,8.52,60.122513,397.424591
2020-06-12,95.828842,233.300003,8.68,61.958092,389.412231
2020-06-15,97.230042,238,8.8,64.75563,388.625732
2020-06-16,98.422569,241.199997,9.28,62.439072,391.67337
2020-06-17,98.591507,238.800003,8.85,62.3311,368.766815
2020-06-18,97.836235,235.800003,8.81,62.124966,372.748413
2020-06-19,95.182884,235.100006,8.6,61.447666,365.178406
2020-06-22,98.889633,242.300003,8.58,61.536007,370.43808
2020-06-23,101.284607,235.699997,8.93,57.943378,372.748413
2020-06-24,99.456078,238.199997,8.58,58.709023,370.929626
2020-06-25,100.76786,236.5,8.67,56.088173,373.633179
2020-06-26,93.086044,230.600006,8.26,59.248898,372.502625
2020-06-29,95.272324,233,8.88,59.818222,384.05423
2020-06-30,97.438736,235.100006,8.84,59.484482,374.911285
2020-07-01,96.792786,243.899994,8.65,60.446442,377.369049
2020-07-02,97.81636,242.100006,8.68,61.830486,381.154083
2020-07-06,99.326889,246.300003,9,58.728657,382.923645
2020-07-07,96.464836,246,8.6,59.563007,383.906738
2020-07-08,98.223808,237,8.64,57.197372,384.98822
2020-07-09,96.385338,236.100006,8.29,59.621902,395.065155
2020-07-10,97.379105,233.399994,8.63,58.944603,390.002106
2020-07-13,95.85865,240.800003,8.46,59.131107,397.178833
2020-07-14,96.156776,236.699997,8.49,61.506561,398.41568
2020-07-15,97.925674,238.100006,9.18,61.172821,395.595642
2020-07-16,96.653664,238.699997,9.19,58.620678,396.733582
2020-07-17,95.679764,237.5,9.13,56.863628,396.486206
2020-07-20,95.053696,240.800003,8.82,58.571598,404.055725
2020-07-21,97.746803,245,9.44,58.591228,400.394623
2020-07-22,98.293373,244.699997,9.42,59.032948,407.716797
2020-07-23,97.68718,242.600006,9.78,58.797367,403.857819
2020-07-24,97.81636,239.800003,9.83,59.700428,405.93576
2020-07-27,96.603966,238.600006,9.95,59.690617,408.458923
2020-07-28,95.66983,238.899994,10.03,60.770367,405.638947
2020-07-29,96.365463,242.199997,10.33,59.386322,399.751495
2020-07-30,96.2164,233.300003,10.18,59.248898,399.355713
2020-07-31,97.001472,236.199997,9.49,58.709023,394.903046
2020-08-03,97.716995,236.800003,8.79,58.385098,397.178833
2020-08-04,96.723221,236.699997,8.94,60.799809,381.000763
2020-08-05,100.310722,239.100006,9.44,58.875893,383.078674
2020-08-06,99.823769,245.199997,9.04,60.151958,369.918549
2020-08-07,101.224991,243.899994,9.2,62.831711,362.893219
2020-08-10,104.752853,254.800003,9.6,63.273426,368.384857
2020-08-11,104.464661,263,9.8,62.54705,367.741669
2020-08-12,104.564034,262,9.77,62.655025,372.144897
2020-08-13,105.855927,268.100006,9.66,63.057472,370.066956
2020-08-14,105.766495,267.200012,9.6,61.958092,370.066956
2020-08-17,105.001289,267.700012,9.41,60.897972,367.642731
2020-08-18,106.303131,267.100006,9.23,60.26976,378.675476
2020-08-19,107.714264,263.600006,9.02,59.877117,387.086121
2020-08-20,107.336639,260,8.79,60.524967,387.086121
2020-08-21,109.065788,255.699997,8.77,64.76545,381.990234
2020-08-24,111.132835,260.600006,9.19,63.253792,383.672363
2020-08-25,110.814819,258,9.11,62.880791,381.990234
2020-08-26,110.834702,257.799988,8.89,65.393669,383.128174
2020-08-27,110.148994,257.799988,8.96,66.689369,379.318634
2020-08-28,111.837166,252.800003,9.14,64.53968,381.396576
2020-08-31,111.438774,256.5,8.85,65.334763,389.312469
2020-09-01,114.376869,253.199997,9.17,67.150726,392.874573
2020-09-02,116.328979,265.399994,9.38,67.27832,398.762024
2020-09-03,112.394897,271.200012,9.38,66.964211,396.78302
2020-09-04,111.946724,264.899994,9.32,67.121262,392.181946
2020-09-08,112.265427,264.600006,9.74,67.220123,388.66925
2020-09-09,114.436638,264.799988,9.36,67.605644,392.528259
2020-09-10,114.32708,259.899994,9.48,69.226837,402.967316
2020-09-11,117.524132,270.799988,9.9,72.370361,404.105225
2020-09-14,118.798973,273,10.3,73.932243,398.613586
2020-09-15,118.789009,275.700012,10.25,75.563324,404.501007
2020-09-16,118.111755,277.399994,10.7,73.734535,400.147278
2020-09-17,115.890747,284.100006,10.44,71.30275,399.800934
2020-09-18,114.197609,277.5,10.06,67.902206,400.097809
2020-09-21,112.912804,281,9.36,68.485435,412.218994
2020-09-22,116.398689,273,9.53,68.277847,415.830597
2020-09-23,126.597397,271.5,10,68.574409,419.541168
2020-09-24,124.24691,285.700012,9.67,69.730988,421.668549
2020-09-25,123.729012,277.799988,9.82,70.373535,415.583221
2020-09-28,123.818649,275,10.04,68.861084,409.497925
2020-09-29,125.840454,282.100006,9.77,69.444313,391.39032
2020-09-30,125.033722,280.399994,9.84,70.759064,386.937653
2020-10-01,126.129288,277.899994,10.35,71.698158,395.892517
2020-10-02,126.129288,277.200012,10.54,74.050873,397.574615
2020-10-05,127.394173,275,10.59,73.803741,395.991455
2020-10-06,127.135216,273.299988,10.2,76.077354,401.6315
2020-10-07,129.535492,273.600006,10.61,77.431648,405.638947
2020-10-08,129.186905,275,10.96,76.719902,395.19986
2020-10-09,130.451782,276.600006,10.97,76.976921,405.391541
2020-10-12,128.937912,277.299988,11.06,75.938965,403.363098
2020-10-13,128.67897,285.200012,11.11,74.871353,408.211548
2020-10-14,127.14518,286.299988,10.93,76.848412,406.875793
